Name,Inspire link,Institution,Status,Timestamp
V.Kumar,http://inspirehep.net/search?p=author%3AV.Kumar.4+exactauthor%3A%22Kumar%2C+Vijay%22,IPMU,Declined,2013-01-03 00:00:00
V.Braun,http://inspirehep.net/search?p=author%3AV.Braun.1+,Oxford,Accepted,2013-01-03 00:00:00
Zhen Tao,http://www.math.upenn.edu/~zhentao/,Oxford,Accepted,2013-01-03 00:00:00
A.Kundu,http://inspirehep.net/search?p=author%3AA.Kundu.4+,Purdue,Offered,2013-01-03 00:00:00
B.Withers,http://inspirehep.net/search?p=author%3AB.Withers.1+,U. of Southampton,Offered,2013-01-03 00:00:00
T.T.Dumitrescu,http://inspirehep.net/search?p=author%3AT.T.Dumitrescu.1+,Harvard,Accepted,2013-01-02 00:00:00
P. Chesler,http://inspirehep.net/search?ln=en&ln=en&p=Chesler+and+date+%3E+1970&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,Harvard,Accepted,2013-01-02 00:00:00
T.T.Dumitrescu,http://inspirehep.net/search?p=author%3AT.T.Dumitrescu.1+,KITP,Declined,2013-01-02 00:00:00
T.T.Dumitrescu,http://inspirehep.net/search?p=author%3AT.T.Dumitrescu.1+,MIT,"Pappalardo, Declined",2013-01-02 00:00:00
T.T.Dumitrescu,http://inspirehep.net/search?p=author%3AT.T.Dumitrescu.1+,Perimeter,Declined,2013-01-02 00:00:00
K.Jensen,http://inspirehep.net/search?p=author%3AK.Jensen.2+,Perimeter,Declined,2013-01-02 00:00:00
T.T.Dumitrescu,http://inspirehep.net/search?p=author%3AT.T.Dumitrescu.1+,SLAC,Declined,2013-01-02 00:00:00
K.Jensen,http://inspirehep.net/search?p=author%3AK.Jensen.2+,Stony Brook,"C.N. Yang, Accepted",2013-01-02 00:00:00
K.Jensen,http://inspirehep.net/search?p=author%3AK.Jensen.2+,UIUC,Declined,2013-01-02 00:00:00
L.Bergstrom,http://inspirehep.net/search?p=author%3AL.Bergstrom.2+,U. of Barcelona,Accepted,2013-01-02 00:00:00
K.Jensen,http://inspirehep.net/search?p=author%3AK.Jensen.2+,U. of British Columbia,Declined,2013-01-02 00:00:00
Austin Joyce,http://inspirehep.net/search?ln=en&ln=en&p=Austin+Joyce+and+date+%3E+2000&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,U. of Chicago,"Fermi-McCormick, Accepted",2013-01-02 00:00:00
K.Jensen,http://inspirehep.net/search?p=author%3AK.Jensen.2+,U. of Chicago,"Fermi-McCormick, Declined",2013-01-02 00:00:00
Ran Yacoby,http://inspirehep.net/search?ln=en&p=Ran+Yacoby&of=hb&action_search=Search,ETH Zurich,Declined,2013-01-01 00:00:00
J.E.Santos,http://inspirehep.net/search?p=author%3AJ.E.Santos.1+,Harvard,Declined,2013-01-01 00:00:00
P.Paradisi,http://inspirehep.net/search?p=author%3AP.Paradisi.1+,Padova,Accepted,2013-01-01 00:00:00
Ran Yacoby,http://inspirehep.net/search?ln=en&p=Ran+Yacoby&of=hb&action_search=Search,Perimeter,Declined,2013-01-01 00:00:00
Ran Yacoby,http://inspirehep.net/search?ln=en&p=Ran+Yacoby&of=hb&action_search=Search,Princeton,Accepted,2013-01-01 00:00:00
J.E.Santos,http://inspirehep.net/search?p=author%3AJ.E.Santos.1+,Stanford,Accepted,2013-01-01 00:00:00
D.Robinson,http://inspirehep.net/search?p=author%3AD.Robinson.1+exactauthor%3A%22Robinson%2C+Dean+J.%22,UC Berkeley,Accepted,2013-01-01 00:00:00
D.Robinson,http://inspirehep.net/search?p=author%3AD.Robinson.1+exactauthor%3A%22Robinson%2C+Dean+J.%22,U. of Maryland / Johns Hopkins,Declined,2013-01-01 00:00:00
L.Wulff,http://inspirehep.net/search?p=author%3AL.Wulff.1+,Imperial College London,Offered,2012-12-31 00:00:00
T.Hartman,http://inspirehep.net/search?p=author%3AT.Hartman.2+,KITP,Accepted (5-year),2012-12-31 00:00:00
R.K.Seong,http://inspirehep.net/search?p=author%3AR.K.Seong.1+exactauthor%3A%22Seong%2C+Rak-Kyeong%22,MPI Munich,Offered,2012-12-31 00:00:00
R.Monteiro,http://inspirehep.net/search?p=author%3AR.Monteiro.1+exactauthor%3A%22Monteiro%2C+Ricardo%22,Oxford,Accepted,2012-12-31 00:00:00
E.Stamou,http://inspirehep.net/search?p=author%3AE.Stamou.1+,INFN-Frascati,Offered,2012-12-30 00:00:00
R.K.Seong,http://inspirehep.net/search?p=author%3AR.K.Seong.1+exactauthor%3A%22Seong%2C+Rak-Kyeong%22,"ICTP, Trieste",Offered,2012-12-28 00:00:00
R.K.Seong,http://inspirehep.net/search?p=author%3AR.K.Seong.1+exactauthor%3A%22Seong%2C+Rak-Kyeong%22,KIAS,Offered,2012-12-28 00:00:00
R.K.Seong,http://inspirehep.net/search?p=author%3AR.K.Seong.1+exactauthor%3A%22Seong%2C+Rak-Kyeong%22,Milano-Bicocca,"ERC, Offered",2012-12-28 00:00:00
A.Allais,http://inspirehep.net/search?p=author%3AA.Allais.2+,Stanford,Offered,2012-12-28 00:00:00
R.K.Seong,http://inspirehep.net/search?p=author%3AR.K.Seong.1+exactauthor%3A%22Seong%2C+Rak-Kyeong%22,Witwatersrand,Offered,2012-12-28 00:00:00
W.Altmannshofer,http://inspirehep.net/search?p=author%3AW.Altmannshofer.1+,Mainz,Offered,2012-12-27 00:00:00
S.K.Mandal,http://inspirehep.net/search?p=author%3AS.K.Mandal.1+,SNU / KAIST,Offered,2012-12-27 00:00:00
W.Altmannshofer,http://inspirehep.net/search?p=author%3AW.Altmannshofer.1+,"U. of Wisconsin, Madison",Offered,2012-12-27 00:00:00
S.Gori,http://inspirehep.net/search?p=author%3AS.Gori.2+exactauthor%3A%22Gori%2C+Stefania%22,Carleton,Declined,2012-12-26 00:00:00
M.Yamazaki,http://inspirehep.net/search?p=author%3AM.Yamazaki.1+,Harvard,Offered,2012-12-26 00:00:00
S.Gori,http://inspirehep.net/search?p=author%3AS.Gori.2+exactauthor%3A%22Gori%2C+Stefania%22,Perimeter,Offered,2012-12-26 00:00:00
S.Gori,http://inspirehep.net/search?p=author%3AS.Gori.2+exactauthor%3A%22Gori%2C+Stefania%22,"U. of Wisconsin, Madison",Offered,2012-12-26 00:00:00
M.G.Echevarria,http://inspirehep.net/search?p=author%3AM.G.Echevarria.1+,NIKHEF,Offered,2012-12-25 00:00:00
D.Buttazzo,http://inspirehep.net/search?p=author%3AD.Buttazzo.1+,TUM-IAS Munich,Offered,2012-12-25 00:00:00
A.Kundu,http://inspirehep.net/search?p=author%3AA.Kundu.4+,U. of Barcelona,Offered,2012-12-25 00:00:00
M.Goodsell,http://inspirehep.net/search?ln=en&ln=en&p=find+a+goodsell%2C+m&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,Ecole Polytechnique,"Marie Curie, Offered",2012-12-24 00:00:00
M.Goodsell,http://inspirehep.net/search?ln=en&ln=en&p=find+a+goodsell%2C+m&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,King's College London,Offered,2012-12-24 00:00:00
M.Goodsell,http://inspirehep.net/search?ln=en&ln=en&p=find+a+goodsell%2C+m&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,Munich,Offered,2012-12-24 00:00:00
P.Tanedo,http://inspirehep.net/search?p=author%3AP.Tanedo.1+,Ohio State,Declined,2012-12-24 00:00:00
M.Goodsell,http://inspirehep.net/search?ln=en&ln=en&p=find+a+goodsell%2C+m&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,Oxford,Offered,2012-12-24 00:00:00
M.Goodsell,http://inspirehep.net/search?ln=en&ln=en&p=find+a+goodsell%2C+m&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,Vrije Universiteit Brussel,Offered,2012-12-24 00:00:00
N.P.Bobev,http://inspirehep.net/search?p=author%3AN.P.Bobev.3+,AEI Potsdam,Declined,2012-12-23 00:00:00
T.Hapola,http://inspirehep.net/search?p=author%3AT.Hapola.1+,Durham IPPP,Offered,2012-12-23 00:00:00
A.Bzowski,http://inspirehep.net/search?p=author%3AA.Bzowski.1+,Leuven,Offered,2012-12-23 00:00:00
A.Donos,http://inspirehep.net/search?p=author%3AA.Donos.1+,Crete,Declined,2012-12-22 00:00:00
A.Bissi,http://inspirehep.net/search?p=author%3AA.Bissi.1+,Oxford,Accepted,2012-12-22 00:00:00
C.Klare,http://inspirehep.net/search?p=author%3AC.Klare.1+,CEA-Saclay / IHES,Offered,2012-12-21 00:00:00
A.Allais,http://inspirehep.net/search?p=author%3AA.Allais.2+,"DAMPT, Cambridge",Offered,2012-12-21 00:00:00
D.Nandan,http://inspirehep.net/search?p=author%3AD.Nandan.1+,"Humboldt U., Berlin",Offered,2012-12-21 00:00:00
Noppadol Mekareeya,http://inspirehep.net/search?ln=en&ln=en&p=Noppadol+Mekareeya&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,"Humboldt U., Berlin",Declined,2012-12-21 00:00:00
R.T.D.agnolo,http://inspirehep.net/search?p=author%3AR.T.D.agnolo.2+,IAS,Accepted,2012-12-21 00:00:00
Y.T.Huang,http://inspirehep.net/search?p=author%3AY.T.Huang.1+,IAS,Accepted,2012-12-21 00:00:00
C.Beem,http://inspirehep.net/search?p=author%3AC.Beem.1+,IAS,Accepted,2012-12-21 00:00:00
A.Hornig,http://inspirehep.net/search?p=author%3AA.Hornig.1+,Los Alamos,Offered,2012-12-21 00:00:00
C.Beem,http://inspirehep.net/search?p=author%3AC.Beem.1+,Perimeter,Offered,2012-12-21 00:00:00
C.Beem,http://inspirehep.net/search?p=author%3AC.Beem.1+,UC Berkeley,Declined,2012-12-21 00:00:00
J.S.Pennington,http://inspirehep.net/search?p=author%3AJ.S.Pennington.1+,Brown,Offered,2012-12-20 00:00:00
S.Gori,http://inspirehep.net/search?p=author%3AS.Gori.2+exactauthor%3A%22Gori%2C+Stefania%22,CERN,Offered,2012-12-20 00:00:00
J.S.Pennington,http://inspirehep.net/search?p=author%3AJ.S.Pennington.1+,ETH Zurich,Offered,2012-12-20 00:00:00
P.Zhao,http://inspirehep.net/search?p=author%3AP.Zhao.1+,"Simons Center, Stony Brook",Offered,2012-12-20 00:00:00
A.Azatov,http://inspirehep.net/search?p=author%3AA.Azatov.1+,CERN,Offered,2012-12-19 00:00:00
G.Peim,http://inspirehep.net/search?p=author%3AG.Peim.1+,Durham IPPP,Offered,2012-12-19 00:00:00
V.Mateu,http://inspirehep.net/search?p=author%3AV.Mateu.1+,U. of Vienna,Offered (5-year),2012-12-19 00:00:00
Noppadol Mekareeya,http://inspirehep.net/search?ln=en&ln=en&p=Noppadol+Mekareeya&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,CERN,Offered,2012-12-18 00:00:00
M.Garny,http://inspirehep.net/search?p=author%3AM.Garny.1+,CERN,Offered,2012-12-18 00:00:00
Wan-Zhe Feng,http://inspirehep.net/search?ln=en&p=Wan-Zhe+Feng&of=hb&action_search=Search,MPI Munich,"Humboldt, Offered",2012-12-15 00:00:00
Tuomas Karavirta,http://inspirehep.net/search?ln=en&p=Tuomas+Karavirta&of=hb&action_search=Search,CP3-Origins and Danish IAS,Accepted,2012-12-14 00:00:00
Balt Van Rees,http://inspirehep.net/search?ln=en&ln=en&p=balt+van+rees&of=hb&action_search=Search&sf=&so=d&rm=&rg=25&sc=0,CERN,Offered,2012-12-11 00:00:00
R.Suzuki,http://inspirehep.net/search?p=author%3AR.Suzuki.2+,Oxford,Offered,2012-12-11 00:00:00
J.Kozaczuk,http://inspirehep.net/search?p=author%3AJ.Kozaczuk.1+,TRIUMF,Offered,2012-12-10 00:00:00
W.J.Waalewijn,http://inspirehep.net/search?p=author%3AW.J.Waalewijn.1+,NIKHEF,"Marie Curie, Offered",2012-12-07 00:00:00
A.Kurkela,http://inspirehep.net/search?p=author%3AA.Kurkela.1+,CERN,Offered,2012-12-06 00:00:00
Sheer El-Showk,http://inspirehep.net/search?ln=en&p=find+a+el-showk%2C+sheer&of=hb&action_search=Search,CERN,Offered,2012-11-15 00:00:00
E. T. Musaev,http://inspirehep.net/search?p=exactauthor%3AE.T.Musaev.2+,"Chinese Academy of Sciences, TPCSF",Declined,2014-08-19 00:00:00
E. T. Musaev,http://inspirehep.net/search?p=exactauthor%3AE.T.Musaev.2+,"Higher School of Economics, Moscow",Accepted,2014-08-19 00:00:00
A. Windisch,http://inspirehep.net/search?ln=en&ln=en&p=exactauthor%3AA.Windisch.2,"Humboldt University, Berlin",Declined,2014-04-24 00:00:00
A. Windisch,http://inspirehep.net/search?ln=en&ln=en&p=exactauthor%3AA.Windisch.2,"Washington U., St. Louis",Accepted,2014-04-24 00:00:00
C. Toldo,http://inspirehep.net/search?p=exactauthor%3AC.Toldo.1+,Columbia U.,Accepted,2014-04-17 00:00:00
E. Kuflik,http://inspirehep.net/search?p=exactauthor%3AE.Kuflik.1+,Cornell,"Hans Bethe Fellowship, Accepted",2014-04-08 00:00:00
F. Porri,http://inspirehep.net/search?p=exactauthor%3AF.Porri.1+,Utrecht,Accepted,2014-04-07 00:00:00
Y. Orikasa,http://inspirehep.net/search?p=exactauthor%3AY.Orikasa.1+,KNRC and KIAS,Accepted,2014-03-31 00:00:00
G. Lucena. Gomez,http://inspirehep.net/search?p=exactauthor%3AG.Lucena.Gomez.1+,"Prague, Institute of Physics",Accepted,2014-03-22 00:00:00
J. Palmkvist,http://inspirehep.net/search?p=exactauthor%3AJ.Palmkvist.1+,Texas A&M,Accepted,2014-03-17 00:00:00
M. Martone,http://inspirehep.net/search?p=exactauthor%3AM.Martone.1+,U. of Cincinnati,Accepted,2014-03-14 00:00:00
E. Mereghetti,http://inspirehep.net/search?p=exactauthor%3AE.Mereghetti.1+,LANL,"Director's Fellowship, Accepted",2014-03-11 00:00:00
P. de. Medeiros,http://inspirehep.net/search?p=exactauthor%3AP.de.Medeiros.1+,"Prague, Institute of Physics ASCR",Declined,2014-03-06 00:00:00
E. Hatefi,http://inspirehep.net/search?p=exactauthor%3AE.Hatefi.1,"Queen Mary, U. of London and Witwatersrand",Accepted,2014-02-21 00:00:00
E. Mereghetti,http://inspirehep.net/search?p=exactauthor%3AE.Mereghetti.1+,Jefferson Lab,Declined,2014-02-18 00:00:00
H. Serodio,http://inspirehep.net/search?p=exactauthor%3AH.Serodio.1+,KAIST,Accepted,2014-02-18 00:00:00
D. Kang,http://inspirehep.net/search?p=exactauthor%3AD.Kang.1+,LANL,"Director's Fellowship, Accepted",2014-02-18 00:00:00
M. A. Ajaib,http://inspirehep.net/search?p=exactauthor%3AM.A.Ajaib.1+,"LMU, Munich",Accepted,2014-02-18 00:00:00
D. Kang,http://inspirehep.net/search?p=exactauthor%3AD.Kang.1+,"U. of Washington, INT",Declined,2014-02-18 00:00:00
R. Watanabe,http://inspirehep.net/search?p=exactauthor%3AR.Watanabe.1+,"IBS, Dajeon, Korea",Accepted,2014-02-11 00:00:00
A. Meroni,http://inspirehep.net/search?p=exactauthor%3AA.Meroni.1+,CP3-Origins,Accepted,2014-02-07 00:00:00
S. Seth,http://inspirehep.net/search?p=exactauthor%3AS.Seth.2+,"Mainz, THEP",Accepted,2014-02-07 00:00:00
A. Dey,http://inspirehep.net/search?p=exactauthor%3AA.Dey.3+,LPTENS and LPTHE,Declined,2014-02-06 00:00:00
D. Banerjee,http://inspirehep.net/search?p=exactauthor%3AD.Banerjee.2+,DESY,Accepted,2014-02-05 00:00:00
T. Vanel,http://inspirehep.net/search?p=exactauthor%3AT.Vanel.1+,Witwatersrand,Offered,2014-02-05 00:00:00
P. Draper,http://inspirehep.net/search?p=exactauthor%3AP.Draper.1+,Harvard,Declined,2014-02-04 00:00:00
P. D. Gu,http://inspirehep.net/search?p=exactauthor%3AP.D.Gu.2+,"CFHEP, Beijing",Accepted,2014-01-31 00:00:00
M. Sandora,http://inspirehep.net/search?p=exactauthor%3AM.Sandora.1+,CP3-Origins,Accepted,2014-01-31 00:00:00
A. Parolini,http://inspirehep.net/search?p=exactauthor%3AA.Parolini.1+,KAIST,Offered,2014-01-31 00:00:00
K. Nishiwaki,http://inspirehep.net/search?p=exactauthor%3AK.Nishiwaki.1+,KIAS,Accepted,2014-01-29 00:00:00
V. Keus,http://inspirehep.net/search?p=exactauthor%3AV.Keus.2+,U. of Helsinki,Accepted,2014-01-28 00:00:00
A. Amato,http://inspirehep.net/search?p=exactauthor%3AA.Amato.2+,U. of Helsinki,Accepted,2014-01-28 00:00:00
I. Ghisoiu,http://inspirehep.net/search?p=exactauthor%3AI.Ghisoiu.3+,U. of Helsinki,Accepted,2014-01-28 00:00:00
T. Zingg,http://inspirehep.net/search?p=exactauthor%3AT.Zingg.1+,U. of Helsinki,Accepted,2014-01-28 00:00:00
E. Hatefi,http://inspirehep.net/search?p=exactauthor%3AE.Hatefi.1,Crete,Offered,2014-01-27 00:00:00
A. J. Christopherson,http://inspirehep.net/search?p=exactauthor%3AA.J.Christopherson.1+,"Crete, CTP",Offered,2014-01-27 00:00:00
J. D. Qualls,http://inspirehep.net/search?p=exactauthor%3AJ.D.Qualls.1+,National Taiwan U.,Offered,2014-01-27 00:00:00
G. Lee,http://inspirehep.net/search?p=exactauthor%3AG.Lee.3+,Technion,Accepted,2014-01-25 00:00:00
P. de. Medeiros,http://inspirehep.net/search?p=exactauthor%3AP.de.Medeiros.1+,Seoul National U.,Declined,2014-01-24 00:00:00
R. Laha,http://inspirehep.net/search?p=exactauthor%3AR.Laha.1+,Stanford,"KIPAC Fellowship, Accepted",2014-01-24 00:00:00
S. Iwamoto,http://inspirehep.net/search?p=exactauthor%3AS.Iwamoto.2+,Technion,Accepted,2014-01-24 00:00:00
P. de. Medeiros,http://inspirehep.net/search?p=exactauthor%3AP.de.Medeiros.1+,Texas A&M,Declined,2014-01-24 00:00:00
J. D. Qualls,http://inspirehep.net/search?p=exactauthor%3AJ.D.Qualls.1+,Witwatersrand,Offered,2014-01-24 00:00:00
Li. Li,http://inspirehep.net/search?p=exactauthor%3ALi.Li.1+,Crete,Accepted,2014-01-23 00:00:00
W. J. Li,http://inspirehep.net/search?p=exactauthor%3AW.J.Li.2+,Crete,Accepted,2014-01-23 00:00:00
M. R. Williams,http://inspirehep.net/search?p=exactauthor%3AM.R.Williams.1+,Leuven,Accepted,2014-01-23 00:00:00
M. N. McDermott,http://inspirehep.net/search?p=exactauthor%3AM.N.McDermott.1+,Witwatersrand,Offered,2014-01-23 00:00:00
M. Goykhman,http://inspirehep.net/search?p=exactauthor%3AM.Goykhman.1+,U. of Chicago,Accepted,2014-01-22 00:00:00
P. Agarwal,http://inspirehep.net/search?p=exactauthor%3AP.Agarwal.1+,"Crete, CTP",Declined,2014-01-21 00:00:00
D. Gang,http://inspirehep.net/search?p=exactauthor%3AD.Gang.1+,IPMU,Offered,2014-01-21 00:00:00
Y. L. Zhang,http://inspirehep.net/search?p=exactauthor%3AY.L.Zhang.2+,NAOC-ICG,Offered,2014-01-21 00:00:00
D. Yaylali,http://inspirehep.net/search?p=exactauthor%3AD.Yaylali.1+,UC Riverside,Declined,2014-01-21 00:00:00
D. Yaylali,http://inspirehep.net/search?p=exactauthor%3AD.Yaylali.1+,U. of Arizona,Accepted,2014-01-21 00:00:00
D. Jain,http://inspirehep.net/search?p=exactauthor%3AD.Jain.2+,National Taiwan U.,Accepted,2014-01-19 00:00:00
T. Sulejmanpasic,http://inspirehep.net/search?p=exactauthor%3AT.Sulejmanpasic.1+,North Carolina State,Accepted,2014-01-19 00:00:00
X. Gao,http://inspirehep.net/search?p=exactauthor%3AX.Gao.5+,Hong Kong IAS,Declined,2014-01-17 00:00:00
Y. L. Zhang,http://inspirehep.net/search?p=exactauthor%3AY.L.Zhang.2+,"LeCosPA, NTU",Offered,2014-01-17 00:00:00
